//npcId - npcX npcY npcPLane
//Vorkath
28059 - 2269 4062 0 5
//Summoning guy
6988 - 2208 5342 0
1035 - 2614 4314 0
//Magpie impling spawned by justin
1035 - 2623 4302 0
//Magpie impling spawned by justin
1035 - 2610 4304 0
//Magpie impling spawned by justin
1035 - 2601 4300 0
//Magpie impling spawned by justin
1035 - 2563 4320 0
//Magpie impling spawned by justin
1035 - 2579 4348 0
//Spria spawned by justin
8462 - 2572 2842 0
//null spawned by justin
8480 - 2572 2842 0
//Achtryn spawned by justin
8465 - 2572 2842 0
//null spawned by justin
1597 - 2572 2842 0
//Chaeldar spawned by justin
1598 - 2572 2842 0
//Sumona spawned by justin
7780 - 2572 2842 0
//Duradel spawned by justin
8466 - 2572 2842 0
//Lapalok spawned by justin
8467 - 2572 2842 0
//Kuradal spawned by justin
9085 - 2572 2842 0
//null spawned by justin
8481 - 2572 2842 0
//null spawned by justin
2902 - 2548 2854 0
//Scribe spawned by justin
5915 - 2565 2845 0
//Captain of the Guard spawned by justin
13633 - 2565 2845 0
//Grand Exchange clerk spawned by justin
2593 - 2559 2839 0
//null spawned by justin
3802 - 2657 2637 0
//null spawned by justin
6140 - 2644 2641 0
//null spawned by justin
6141 - 2638 2656 0
//null spawned by justin
3790 - 2663 2653 0
//Cockatrice spawned by justin
1620 - 2793 10038 0
//Cockatrice spawned by justin
1620 - 2792 10038 0
//Cockatrice spawned by justin
1620 - 2789 10036 0
//Cockatrice spawned by justin
1620 - 2787 10039 0
//Cockatrice spawned by justin
1620 - 2789 10033 0
//Cockatrice spawned by justin
1620 - 2795 10033 0
//Cockatrice spawned by justin
1620 - 2797 10037 0
//Cockatrice spawned by justin
1620 - 2792 10034 0
//Cockatrice spawned by justin
1620 - 2789 10039 0
//Zookeeper spawned by justin
28 - 2549 2846 0
//Fishing spot spawned by justin
327 - 1555 4367 0
//Fishing spot spawned by justin
6267 - 1555 4367 0
//Fishing spot spawned by justin
313 - 1555 4368 0
//Fishing spot spawned by justin
8647 - 1556 4369 0
//Fishing spot spawned by justin
3019 - 1556 4370 0
//Fishing spot spawned by justin
317 - 1556 4371 0
//Rocktail shoal spawned by justin
8842 - 1559 4366 0
//Cavefish shoal spawned by justin
8841 - 1559 4365 0
//Cavefish shoal spawned by justin
8841 - 1561 4367 0
//Cavefish shoal spawned by justin
8841 - 1562 4367 0
//Man spawned by justin
1 - 1574 4402 0
//Farmer spawned by justin
7 - 1576 4401 0
//H.A.M. Member spawned by justin
1715 - 1574 4402 0
//H.A.M. Member spawned by justin
1714 - 1573 4403 0
//H.A.M. Guard spawned by justin
1710 - 1571 4403 0
//Warrior woman spawned by justin
15 - 1573 4400 0
//Rogue spawned by justin
187 - 1575 4403 0
//Cave goblin spawned by justin
5752 - 1571 4400 0
//Master Farmer spawned by justin
2234 - 1570 4404 0
//Guard spawned by justin
9 - 1571 4397 0
//Knight of Ardougne spawned by justin
23 - 1571 4401 0
//Menaphite Thug spawned by justin
1905 - 1575 4402 0
//Paladin spawned by justin
20 - 1575 4399 0
//Gnome spawned by justin
66 - 1572 4398 0
//Hero spawned by justin
21 - 1571 4397 0
//Trader spawned by justin
2109 - 1573 4400 0
//Melee dummy spawned by justin
7891 - 1563 4406 0
//Melee dummy spawned by justin
7891 - 1562 4406 0
//Melee dummy spawned by justin
7891 - 1561 4405 0
//Melee dummy spawned by justin
7891 - 1558 4401 0
//Melee dummy spawned by justin
7891 - 1558 4400 0
//Melee dummy spawned by justin
7891 - 1560 4397 0
//Melee dummy spawned by justin
7891 - 1559 4397 0
//Ellis spawned by justin
2824 - 3274 3197 0
//Assassin spawned by justin
9044 - 2554 2847 0
//Ellis spawned by justin
2824 - 3273 3196 0
//null spawned by justin
2291 - 3182 3043 0
//null spawned by justin
2291 - 3467 3110 0
//null spawned by justin
2291 - 3401 2918 0
//null spawned by justin
2291 - 3243 2813 0
//Bush spawned by random
8105 - 2547 2801 0
//null spawned by justin
2291 - 3287 2813 0
//korasi - spawned by ramy
263 - 2139 5536 3
11226 - 983 1125 0
11226 - 983 1125 0
20499 - 2876 2538 0
16009 - 2977 2534 0
109 - 2981 2541 0
109 - 2985 2541 0
109 - 2986 2538 0
109 - 2984 2536 0
109 - 2983 2534 0
109 - 2986 2530 0
109 - 2988 2526 0
109 - 2984 2527 0
109 - 2979 2530 0
109 - 2975 2530 0
109 - 2971 2528 0
109 - 2977 2527 0
109 - 2972 2532 0
109 - 2967 2532 0
109 - 2966 2527 0
109 - 2971 2536 0
109 - 2974 2537 0
109 - 2974 2537 0
109 - 2969 2539 0
109 - 2966 2540 0
109 - 2967 2537 0
659 - 3670 3210 0
14811 - 3670 3208 0
576 - 3672 3204 0
13727 - 3674 3204 0
3021 - 3676 3204 0
3705 - 3678 3204 0
945 - 3680 3204 0
528 - 3683 3206 0
14386 - 3670 3230 0
8480 - 3673 3234 0
1598 - 3674 3234 0
8481 - 3675 3234 0
1597 - 3676 3234 0
9085 - 3677 3234 0
2241 - 3661 3219 0
16014 - 2914 2518 0
16014 - 2913 2520 0
16014 - 2910 2521 0
16014 - 2909 2519 0
16014 - 2906 2520 0
16014 - 2902 2521 0
16014 - 2902 2524 0
16014 - 2907 2526 0
16014 - 2910 2527 0
16014 - 2913 2526 0
16014 - 2914 2524 0
16014 - 2916 2523 0
16014 - 2922 2526 0
16014 - 2924 2527 0
16014 - 2924 2533 0
16014 - 2922 2534 0
16014 - 2917 2538 0
16014 - 2913 2541 0
16014 - 2908 2540 0
16014 - 2904 2540 0
16014 - 2904 2536 0
16014 - 2908 2532 0
16014 - 2911 2531 0
16014 - 2913 2529 0
16014 - 2918 2525 0
16014 - 2921 2520 0
16014 - 2921 2516 0
16014 - 2923 2512 0
16014 - 2927 2511 0
16014 - 2913 2511 0
16014 - 2905 2512 0
16014 - 2902 2516 0
26766 - 1422 3719 0
26766 - 1439 3718 0
26766 - 1428 3704 0
26914 - 1443 3708 0
26914 - 1434 3704 0
26914 - 1481 3697 0
26914 - 1485 3700 0
26914 - 1486 3696 0
26914 - 1489 3697 0
26914 - 1489 3701 0
26914 - 1492 3702 0
26914 - 1492 3697 0
26914 - 1496 3699 0
26914 - 1497 3703 0
26914 - 1501 3705 0
26914 - 1501 3701 0
26914 - 1507 3703 0
26914 - 1508 3699 0
26914 - 1508 3693 0
26914 - 1512 3693 0
26914 - 1512 3697 0
26914 - 1518 3695 0
26914 - 1521 3695 0
26914 - 1521 3691 0
26914 - 1521 3688 0
26914 - 1524 3687 0
26914 - 1526 3689 0
26914 - 1526 3693 0
26914 - 1527 3695 0
26914 - 1531 3694 0
26914 - 1531 3690 0
26914 - 1532 3686 0
26914 - 1534 3684 0
26914 - 1537 3689 0
26914 - 1539 3692 0
26914 - 1541 3694 0
26914 - 1547 3696 0
26914 - 1553 3696 0
26914 - 1559 3694 0
26919 - 1538 3695 0
26919 - 1534 3690 0
26919 - 1527 3692 0
26919 - 1523 3691 0
26919 - 1513 3694 0
26919 - 1509 3695 0
26919 - 1508 3701 0
26919 - 1502 3703 0
26919 - 1497 3702 0
26919 - 1491 3700 0
26919 - 1487 3699 0
26919 - 1481 3699 0
27241 - 1677 10059 0
27241 - 1675 10057 0
27241 - 1674 10061 0
27241 - 1679 10055 0
27241 - 1679 10060 0
27241 - 1671 10055 0
27241 - 1669 10053 0
27261 - 1663 10074 0
27261 - 1662 10072 0
27261 - 1663 10070 0
27261 - 1666 10070 0
27261 - 1666 10073 0
27276 - 1676 10074 0
27276 - 1676 10071 0
27276 - 1679 10074 0
27276 - 1681 10077 0
27276 - 1678 10078 0
27276 - 1675 10077 0
27278 - 1694 10079 0
27278 - 1693 10082 0
27278 - 1691 10081 0
27278 - 1691 10078 0
27278 - 1696 10081 0
27278 - 1695 10083 0
27278 - 1705 10080 0
27278 - 1705 10082 0
27278 - 1706 10084 0
27278 - 1708 10083 0
27278 - 1708 10080 0
27278 - 1710 10080 0
27278 - 1710 10083 0
27278 - 1707 10086 0
27244 - 1689 10088 0
27244 - 1686 10088 0
27244 - 1682 10087 0
27244 - 1681 10085 0
27244 - 1686 10084 0
27244 - 1690 10096 0
27244 - 1695 10096 0
27244 - 1697 10100 0
27244 - 1693 10100 0
27244 - 1689 10099 0
27244 - 1686 10096 0
27241 - 1677 10098 0
27241 - 1674 10098 0
27241 - 1672 10098 0
27241 - 1673 10095 0
27241 - 1675 10095 0
27241 - 1677 10096 0
27241 - 1679 10097 0
27241 - 1674 10088 0
27241 - 1676 10086 0
27241 - 1674 10085 0
27241 - 1672 10086 0
27241 - 1673 10088 0
27241 - 1669 10088 0
27241 - 1670 10086 0
27241 - 1671 10087 0
27244 - 1708 10099 0
27244 - 1714 10099 0
27244 - 1716 10097 0
27244 - 1719 10097 0
27244 - 1709 10099 0
4702 - 1719 10088 0
4702 - 1721 10084 0
4702 - 1721 10081 0
4702 - 1720 10077 0
27247 - 1720 10069 0
27247 - 1719 10067 0
27247 - 1720 10064 0
27247 - 1723 10067 0
27247 - 1713 10068 0
27247 - 1710 10069 0
27247 - 1709 10067 0
27247 - 1708 10065 0
27247 - 1705 10066 0
4688 - 1687 10049 0
4688 - 1689 10048 0
4688 - 1688 10046 0
4688 - 1685 10047 0
27263 - 1690 10062 0
27263 - 1687 10062 0
27263 - 1692 10061 0
27263 - 1694 10063 0
27263 - 1694 10065 0
27263 - 1697 10064 0
27263 - 1698 10062 0
4688 - 1688 10032 0
4688 - 1688 10036 0
4688 - 1691 10030 0
4688 - 1692 10034 0
27277 - 1719 10052 0
27277 - 1718 10048 0
27277 - 1718 10045 0
27277 - 1721 10046 0
27277 - 1724 10050 0
27277 - 1724 10053 0
27277 - 1714 10053 0
27277 - 1715 10049 0
27277 - 1714 10046 0
27249 - 1715 10034 0
27249 - 1713 10035 0
27249 - 1712 10032 0
27249 - 1714 10030 0
27249 - 1717 10030 0
27249 - 1717 10035 0
27249 - 1715 10020 0
27249 - 1713 10020 0
27249 - 1710 10019 0
27249 - 1709 10018 0
27249 - 1709 10016 0
27249 - 1709 10014 0
27249 - 1711 10014 0
27249 - 1714 10013 0
27249 - 1716 10017 0
27249 - 1716 10015 0
27249 - 1718 10019 0
27249 - 1712 10017 0
27267 - 1707 10001 0
27267 - 1706 9999 0
27267 - 1706 9996 0
27267 - 1706 9992 0
27267 - 1702 9995 0
27267 - 1710 9995 0
27267 - 1711 9999 0
27267 - 1720 9994 0
27267 - 1722 9991 0
27267 - 1724 9995 0
27267 - 1723 9999 0
27277 - 1687 9996 0
27277 - 1690 9996 0
27277 - 1690 9999 0
27277 - 1687 10000 0
27276 - 1689 10013 0
27276 - 1694 10013 0
27276 - 1694 10017 0
27276 - 1690 10018 0
27276 - 1688 10016 0
27259 - 1667 9997 0
27259 - 1668 9995 0
27259 - 1671 9998 0
27259 - 1665 10001 0
27259 - 1663 10000 0
27259 - 1662 9998 0
27259 - 1664 9994 0
27259 - 1671 9996 0
27259 - 1674 9998 0
27259 - 1673 10001 0
27259 - 1669 10001 0
27259 - 1665 9998 0
27259 - 1663 9995 0
4381 - 1639 9994 0
4381 - 1642 9993 0
4381 - 1643 9995 0
4381 - 1645 9997 0
4381 - 1641 9998 0
4381 - 1638 9997 0
4381 - 1636 9995 0
27272 - 1622 9994 0
27272 - 1623 9992 0
27272 - 1625 9993 0
27272 - 1624 9996 0
27272 - 1621 9996 0
27272 - 1620 9993 0
27272 - 1611 9995 0
27272 - 1612 9999 0
27272 - 1609 9999 0
27272 - 1608 9997 0
27272 - 1608 9994 0
27272 - 1611 9994 0
27279 - 1608 10008 0
27279 - 1606 10010 0
27279 - 1603 10009 0
27279 - 1604 10012 0
27279 - 1606 10015 0
27279 - 1609 10011 0
1250 - 1604 10040 0
1250 - 1604 10037 0
1250 - 1605 10033 0
1250 - 1605 10040 0
1250 - 1606 10043 0
1250 - 1604 10045 0
1592 - 1608 10050 0
1592 - 1608 10057 0
1592 - 1612 10055 0
1592 - 1606 10053 0
27273 - 1632 10072 0
27273 - 1633 10078 0
27273 - 1630 10080 0
27274 - 1620 10074 0
27274 - 1619 10072 0
27274 - 1614 10076 0
27274 - 1614 10073 0
27274 - 1611 10077 0
27275 - 1616 10092 0
27275 - 1612 10100 0
27275 - 1611 10091 0
27275 - 1618 10099 0
27256 - 1645 10065 0
27256 - 1643 10061 0
27256 - 1649 10062 0
27256 - 1648 10066 0
27256 - 1646 10068 0
27256 - 1644 10071 0
27256 - 1640 10063 0
27256 - 1639 10059 0
90 - 1640 10048 0
90 - 1639 10046 0
90 - 1638 10047 0
90 - 1639 10050 0
90 - 1642 10046 0
90 - 1641 10044 0
110 - 1635 10065 0
110 - 1635 10069 0
110 - 1633 10066 0
110 - 1633 10062 0
110 - 1634 10059 0
110 - 1632 10058 0
110 - 1632 10054 0
110 - 1628 10051 0
110 - 1624 10048 0
110 - 1624 10045 0
110 - 1625 10043 0
110 - 1623 10041 0
27250 - 1622 10058 0
27250 - 1622 10063 0
27250 - 1620 10058 0
27250 - 1620 10056 0
27250 - 1618 10054 0
27250 - 1622 10053 0
127 - 1636 10031 0
127 - 1639 10031 0
127 - 1639 10034 0
127 - 1637 10034 0
127 - 1637 10029 0
127 - 1635 10028 0
27276 - 1627 10024 0
27276 - 1627 10022 0
27276 - 1630 10021 0
27276 - 1630 10019 0
116 - 1645 10014 0
116 - 1649 10013 0
116 - 1650 10012 0
116 - 1648 10011 0
116 - 1646 10012 0
127 - 1648 10022 0
127 - 1652 10023 0
127 - 1653 10022 0
127 - 1650 10025 0
127 - 1648 10025 0
103 - 1663 10025 0
103 - 1663 10022 0
103 - 1664 10021 0
103 - 1666 10023 0
103 - 1664 10026 0
103 - 1662 10025 0
117 - 1636 10011 0
117 - 1636 10013 0
117 - 1637 10018 0
117 - 1639 10018 0
117 - 1640 10014 0
117 - 1635 10013 0
117 - 1639 10009 0
117 - 1642 10007 0
112 - 1658 10013 0
112 - 1662 10014 0
112 - 1664 10014 0
112 - 1657 10012 0
112 - 1655 10013 0
1591 - 1665 10083 0
1591 - 1661 10086 0
1591 - 1665 10093 0
1591 - 1657 10087 0
1591 - 1652 10089 0
1590 - 1646 10095 0
1590 - 1644 10096 0
1590 - 1646 10092 0
1590 - 1653 10100 0
27147 - 2095 5651 0
27148 - 2097 5645 0
27149 - 2104 5643 0
27147 - 2110 5649 0
27149 - 2103 5657 0
27148 - 2095 5659 0
27149 - 2112 5662 0
28091 - 1590 5069 0
28091 - 1581 5073 0
28091 - 1588 5080 0
28091 - 1584 5074 0
28090 - 1543 5066 0
28090 - 1550 5069 0
28090 - 1547 5077 0
28090 - 1541 5081 0
25936 - 1802 3448 0
25936 - 1800 3444 0
25936 - 1804 3443 0
25936 - 1806 3442 0
25936 - 1810 3442 0
25936 - 1813 3442 0
25936 - 1813 3446 0
25936 - 1814 3449 0
25936 - 1807 3452 0
25936 - 1809 3455 0
25936 - 1815 3456 0
25936 - 1820 3451 0
25936 - 1826 3454 0
25936 - 1821 3456 0
25936 - 1825 3451 0
25936 - 1829 3451 0
25936 - 1829 3455 0
25936 - 1834 3453 0
25936 - 1835 3459 0
25936 - 1835 3464 0
25936 - 1839 3464 0
25936 - 1845 3461 0
25936 - 1847 3459 0
25936 - 1838 3455 0
25936 - 1849 3470 0
25936 - 1849 3474 0
25936 - 1848 3480 0
25936 - 1841 3478 0
25936 - 1857 3478 0
25936 - 1857 3472 0
25936 - 1859 3471 0
25936 - 1863 3471 0
25936 - 1865 3474 0
25936 - 1866 3481 0
25936 - 1796 3463 0
25936 - 1796 3467 0
25936 - 1799 3469 0
25936 - 1795 3471 0
25936 - 1791 3471 0
25936 - 1790 3466 0
25936 - 1787 3461 0
25936 - 1783 3467 0
25936 - 1781 3472 0
25936 - 1781 3464 0
25936 - 1777 3464 0
25936 - 1776 3471 0
25936 - 1771 3472 0
25936 - 1768 3466 0
25936 - 1764 3467 0
25936 - 1763 3471 0
25936 - 1758 3472 0
25936 - 1754 3470 0
25936 - 1751 3473 0
25936 - 1749 3469 0
25936 - 1743 3470 0
25936 - 1741 3474 0
25936 - 1735 3468 0
25936 - 1730 3463 0
25936 - 1730 3467 0
25936 - 1737 3471 0
25936 - 1745 3472 0
25936 - 1758 3472 0
8842 - 5750 4811 2
8841 - 5748 4811 2
14240 - 5748 4791 2
26603 - 3295 3941 0
26603 - 3294 3939 0
26603 - 3291 3941 0
26603 - 3291 3938 0
26603 - 3288 3943 0
26603 - 3280 3943 0
26603 - 3283 3944 0
26603 - 3277 3940 0
1993 - 3331 2917 0
1993 - 3328 2917 0
1993 - 3326 2916 0
1993 - 3326 2916 0
1993 - 3325 2915 0
1993 - 3325 2915 0
1993 - 3329 2915 0
1993 - 3329 2915 0
1993 - 3331 2915 0
1993 - 3329 2913 0
1993 - 3327 2914 0
1993 - 3324 2912 0
1993 - 3327 2911 0
1993 - 3330 2910 0
14696 - 3130 3771 0
14696 - 3133 3768 0
14696 - 3137 3770 0
14696 - 3142 3769 0
14696 - 3137 3775 0
14696 - 3133 3775 0
1615 - 3031 3739 0
1615 - 3030 3737 0
1615 - 3037 3737 0
1615 - 3039 3736 0
1615 - 3039 3734 0
1615 - 3039 3730 0
1615 - 3038 3729 0
1615 - 3034 3728 0
1615 - 3031 3729 0
1615 - 3029 3733 0
1615 - 3030 3734 0
1615 - 3031 3736 0
1615 - 3033 3739 0
1615 - 3033 3739 0
1615 - 3037 3739 0
2783 - 2979 3871 0
2783 - 2980 3875 0
2783 - 2976 3874 0
2783 - 2975 3872 0
2783 - 2974 3874 0
2783 - 2984 3874 0
2783 - 2982 3877 0
2783 - 2983 3873 0
1610 - 3115 3891 0
1610 - 3115 3889 0
1610 - 3117 3888 0
1610 - 3120 3891 0
1610 - 3115 3893 0
1610 - 3113 3891 0
1610 - 3114 3887 0
1610 - 3119 3887 0
1610 - 3117 3894 0
1613 - 3021 3889 0
1613 - 3025 3890 0
1613 - 3023 3892 0
1613 - 3023 3893 0
1613 - 3021 3892 0
1613 - 3021 3890 0
1613 - 3024 3887 0
1613 - 3027 3889 0
1613 - 3028 3891 0
1613 - 3024 3894 0
5361 - 3384 3648 0
5361 - 3382 3648 0
5361 - 3383 3644 0
5361 - 3379 3647 0
5361 - 3379 3650 0
5361 - 3381 3651 0
5361 - 3376 3648 0
5361 - 3377 3645 0
5361 - 3377 3643 0
5361 - 3373 3646 0
27663 - 3091 3504 0
6537 - 3091 3495 0
26618 - 2980 3705 0
26619 - 2981 3837 0
26620 - 2976 3837 0
26620 - 2974 3842 0
26620 - 2977 3846 0
26620 - 2983 3846 0
26620 - 2986 3842 0
26620 - 2985 3837 0
26620 - 2982 3833 0
323 - 2353 3703 0
323 - 2347 3702 0
323 - 2345 3702 0
323 - 2343 3702 0
323 - 2335 3703 0
323 - 2333 3703 0
323 - 2324 3700 0
323 - 2321 3702 0
26594 - 3215 3771 0
26594 - 3219 3771 0
26594 - 3223 3771 0
26594 - 3227 3772 0
26594 - 3228 3780 0
26594 - 3224 3786 0
26594 - 3216 3789 0
26594 - 3211 3790 0
1241 - 3487 3277 0
1241 - 3487 3279 0
1241 - 3487 3283 0
1241 - 3489 3287 0
1241 - 3493 3286 0
1241 - 3497 3283 0
1241 - 3502 3284 0
1241 - 3502 3292 0
1241 - 3498 3292 0
1241 - 3493 3296 0
1241 - 3489 3300 0
1241 - 3483 3301 0
1241 - 3480 3297 0
1241 - 3480 3295 0
1241 - 3479 3289 0
1241 - 3480 3285 0
1241 - 3485 3284 0
1241 - 3487 3284 0
1241 - 3486 3290 0
2850 - 2152 5096 0
2850 - 2150 5095 0
2850 - 2148 5098 0
2850 - 2145 5099 0
2850 - 2142 5096 0
2850 - 2145 5104 0
2850 - 2150 5102 0
2850 - 2156 5101 0
2850 - 2160 5100 0
2850 - 2162 5095 0
2850 - 2161 5093 0
1156 - 3503 9522 2
1156 - 3506 9524 2
1156 - 3510 9523 2
1156 - 3507 9519 2
1156 - 3502 9519 2
1156 - 3503 9523 2
1154 - 3466 9481 2
1154 - 3466 9479 2
1154 - 3470 9481 2
1154 - 3469 9486 2
1154 - 3468 9490 2
1154 - 3465 9490 2
1154 - 3463 9480 2
1154 - 3469 9478 2
1155 - 3508 9494 2
1155 - 3504 9498 2
1155 - 3510 9502 2
6225 - 2827 5300 2
1227 - 3426 3319 0
1227 - 3424 3316 0
1227 - 3425 3314 0
1227 - 3425 3311 0
1227 - 3423 3303 0
1227 - 3423 3311 0
1227 - 3422 3304 0
1227 - 3421 3298 0
1227 - 3423 3297 0
1227 - 3422 3295 0
1228 - 3420 3292 0
1228 - 3420 3290 0
1228 - 3420 3287 0
1228 - 3423 3281 0
1228 - 3422 3277 0
1228 - 3426 3274 0
1228 - 3431 3272 0
1228 - 3432 3274 0
1229 - 3435 3280 0
1229 - 3435 3284 0
1229 - 3433 3285 0
1229 - 3431 3289 0
1229 - 3428 3293 0
1229 - 3428 3295 0
1229 - 3429 3299 0
1229 - 3431 3305 0
1229 - 3431 3309 0
1229 - 3432 3315 0
1229 - 3433 3319 0
2494 - 2801 3092 0
2494 - 2803 3093 0
2494 - 2800 3097 0
2494 - 2802 3097 0
2494 - 2804 3094 0
2494 - 2800 3095 0
2494 - 2798 3097 0
2494 - 2797 3094 0
4650 - 3032 3192 0
36 - 3028 3380 0
28610 - 1265 10183 0
28610 - 1273 10183 0
28610 - 1279 10185 0
28610 - 1277 10190 0
28610 - 1271 10194 0
28610 - 1266 10194 0
28610 - 1260 10193 0
28609 - 1311 10233 0
28609 - 1317 10236 0
28609 - 1316 10241 0
28609 - 1313 10247 0
28609 - 1308 10248 0
28609 - 1304 10246 0
28609 - 1302 10240 0
28612 - 1311 10237 1
28612 - 1312 10231 1
28612 - 1306 10235 1
28612 - 1305 10243 1
28612 - 1311 10250 1
28612 - 1322 10243 1
28612 - 1345 10237 1
28612 - 1345 10230 1
28612 - 1355 10241 1
28612 - 1347 10246 1
28614 - 1337 10185 1
28614 - 1334 10185 1
28614 - 1330 10183 1
28614 - 1326 10180 1
28614 - 1332 10179 1
28614 - 1339 10178 1
28614 - 1342 10181 1
83 - 1285 10205 1
83 - 1283 10210 1
83 - 1279 10210 1
83 - 1275 10207 1
83 - 1275 10203 1
83 - 1278 10198 1
49 - 1337 10205 2
49 - 1336 10201 2
49 - 1336 10197 2
49 - 1342 10200 2
49 - 1346 10202 2
49 - 1348 10198 2
49 - 1353 10196 2
49 - 1339 10208 2
49 - 1338 10212 2
110 - 1286 10206 2
110 - 1287 10209 2
110 - 1284 10213 2
110 - 1279 10214 2
110 - 1274 10213 2
110 - 1276 10209 2
110 - 1277 10204 2
110 - 1277 10201 2
110 - 1281 10199 2
28610 - 1262 10157 0
28610 - 1258 10157 0
28610 - 1257 10153 0
28609 - 1308 10262 0
28609 - 1312 10267 0
28609 - 1308 10268 0
28609 - 1324 10269 0
28609 - 1325 10266 0
28609 - 1327 10263 0
3406 - 1163 2646 0
3406 - 1160 2642 0
3406 - 1162 2638 0
3406 - 1165 2634 0
3406 - 1169 2640 0
3406 - 1170 2643 0
3406 - 1166 2645 0
3406 - 1172 2640 0
3406 - 1170 2647 0
3406 - 1165 2648 0
9052 - 1174 2675 0
9052 - 1176 2670 0
9052 - 1180 2670 0
9052 - 1185 2672 0
9052 - 1184 2677 0
9052 - 1178 2680 0
9052 - 1173 2678 0
9052 - 1173 2673 0
51 - 1194 2642 0
51 - 1191 2642 0
51 - 1191 2638 0
51 - 1198 2637 0
51 - 1204 2637 0
9462 - 1214 2669 0
9462 - 1211 2666 0
9462 - 1215 2663 0
9462 - 1219 2663 0
9462 - 1221 2667 0
9462 - 1221 2672 0
9462 - 1220 2674 0
9462 - 1214 2676 0
9462 - 1211 2671 0
